experiment_name,case_id,round_id,turn_id,secret_word,imposter_was,candidate_agent_id,candidate_clue,is_imposter,all_clues_json,candidate_turn_position,embedding_similarity_to_others_mean,embedding_similarity_to_others_std,embedding_similarity_rank_low_to_high,embedding_similarity_to_previous_mean
llm_qwen7b_few_shot_20260710T201518Z,3,f1ba7142-bf33-4980-b1c8-1f4b554983ad,8649ee6c-7dfc-4186-97c1-19e828e1020c,family,Agent C,agent_d,chosen group opposite,0,"[{""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""chosen group opposite""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""home gathering""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""parental bond""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""family tree""}]",0.0,0.42521478002842067,0.0022088805844884675,0.0,0.0
llm_qwen7b_few_shot_20260710T201518Z,3,f1ba7142-bf33-4980-b1c8-1f4b554983ad,8649ee6c-7dfc-4186-97c1-19e828e1020c,family,Agent C,agent_b,home gathering,0,"[{""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""chosen group opposite""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""home gathering""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""parental bond""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""family tree""}]",1.0,0.4581072603111082,0.025728729044939398,1.0,0.42804982162821703
llm_qwen7b_few_shot_20260710T201518Z,3,f1ba7142-bf33-4980-b1c8-1f4b554983ad,8649ee6c-7dfc-4186-97c1-19e828e1020c,family,Agent C,agent_a,parental bond,0,"[{""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""chosen group opposite""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""home gathering""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""parental bond""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""family tree""}]",2.0,0.4897566937000081,0.07298595826257459,2.0,0.4390193430437933
llm_qwen7b_few_shot_20260710T201518Z,3,f1ba7142-bf33-4980-b1c8-1f4b554983ad,8649ee6c-7dfc-4186-97c1-19e828e1020c,family,Agent C,agent_c,family tree,1,"[{""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""chosen group opposite""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""home gathering""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""parental bond""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""family tree""}]",3.0,0.5023530622290012,0.06837268898727487,3.0,0.5023530622290012
llm_qwen7b_few_shot_20260710T201518Z,4,24913d1c-9e90-4b67-96be-3627d2bb0401,c1f32a08-d8a2-4290-ad43-06540d51c465,might,Agent B,agent_d,castle gates open,0,"[{""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""castle gates open""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""iron fist""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""dark storm clouds""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""strength compared""}]",0.0,0.3802420495830349,0.022615872085969966,1.0,0.0
llm_qwen7b_few_shot_20260710T201518Z,4,24913d1c-9e90-4b67-96be-3627d2bb0401,c1f32a08-d8a2-4290-ad43-06540d51c465,might,Agent B,agent_b,iron fist,1,"[{""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""castle gates open""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""iron fist""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""dark storm clouds""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""strength compared""}]",1.0,0.38875192652477936,0.06970791982002503,2.0,0.38097333296234476
llm_qwen7b_few_shot_20260710T201518Z,4,24913d1c-9e90-4b67-96be-3627d2bb0401,c1f32a08-d8a2-4290-ad43-06540d51c465,might,Agent B,agent_a,dark storm clouds,0,"[{""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""castle gates open""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""iron fist""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""dark storm clouds""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""strength compared""}]",2.0,0.3545102695454135,0.04106474754557905,0.0,0.3575504155058732
llm_qwen7b_few_shot_20260710T201518Z,4,24913d1c-9e90-4b67-96be-3627d2bb0401,c1f32a08-d8a2-4290-ad43-06540d51c465,might,Agent B,agent_c,strength compared,0,"[{""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""castle gates open""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""iron fist""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""dark storm clouds""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""strength compared""}]",3.0,0.392788136337167,0.06009628029217025,3.0,0.392788136337167
llm_qwen7b_few_shot_20260710T201518Z,5,9f3e81fb-e467-4103-b99f-4aacf07b46a9,278c143b-8dce-4818-af3a-f0e1b8794a4c,money,Agent A,agent_b,currency exchange,0,"[{""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""currency exchange""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""money bag""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""financial gain""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""wealth hoard""}]",0.0,0.5128992070033326,0.04833119543246684,0.0,0.0
llm_qwen7b_few_shot_20260710T201518Z,5,9f3e81fb-e467-4103-b99f-4aacf07b46a9,278c143b-8dce-4818-af3a-f0e1b8794a4c,money,Agent A,agent_a,money bag,1,"[{""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""currency exchange""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""money bag""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""financial gain""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""wealth hoard""}]",1.0,0.5858885470508615,0.00818013814432249,3.0,0.5797815475790469
llm_qwen7b_few_shot_20260710T201518Z,5,9f3e81fb-e467-4103-b99f-4aacf07b46a9,278c143b-8dce-4818-af3a-f0e1b8794a4c,money,Agent A,agent_d,financial gain,0,"[{""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""currency exchange""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""money bag""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""financial gain""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""wealth hoard""}]",2.0,0.5275887388882967,0.04650743827067123,1.0,0.5238439592934436
llm_qwen7b_few_shot_20260710T201518Z,5,9f3e81fb-e467-4103-b99f-4aacf07b46a9,278c143b-8dce-4818-af3a-f0e1b8794a4c,money,Agent A,agent_c,wealth hoard,0,"[{""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""currency exchange""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""money bag""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""financial gain""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""wealth hoard""}]",3.0,0.5413968488318679,0.04341888438555971,2.0,0.5413968488318679
llm_qwen7b_few_shot_20260710T201518Z,6,2168aa15-cc04-488b-a203-5891ec97ba5c,3f8438d9-7884-4dec-9096-0c69331a19af,days,Agent D,agent_d,schedule,1,"[{""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""schedule""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""week's end""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""Sunday rest""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""night's length""}]",0.0,0.4914963576783172,0.017755345199922324,1.0,0.0
llm_qwen7b_few_shot_20260710T201518Z,6,2168aa15-cc04-488b-a203-5891ec97ba5c,3f8438d9-7884-4dec-9096-0c69331a19af,days,Agent D,agent_b,week's end,0,"[{""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""schedule""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""week's end""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""Sunday rest""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""night's length""}]",1.0,0.5099913172676286,0.0239159443664194,3.0,0.5003880314933961
llm_qwen7b_few_shot_20260710T201518Z,6,2168aa15-cc04-488b-a203-5891ec97ba5c,3f8438d9-7884-4dec-9096-0c69331a19af,days,Agent D,agent_a,Sunday rest,0,"[{""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""schedule""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""week's end""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""Sunday rest""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""night's length""}]",2.0,0.4943586082108659,0.04586981885490785,2.0,0.5251328126101814
llm_qwen7b_few_shot_20260710T201518Z,6,2168aa15-cc04-488b-a203-5891ec97ba5c,3f8438d9-7884-4dec-9096-0c69331a19af,days,Agent D,agent_c,night's length,0,"[{""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""schedule""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""week's end""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""Sunday rest""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""night's length""}]",3.0,0.46207717868097237,0.022246413075909438,0.0,0.46207717868097237
llm_qwen7b_few_shot_20260710T201518Z,7,188a0f11-24c7-4ef9-a945-c75d4648c9db,0bb47e0a-b071-473d-a9f9-a4f53dc59309,night,Agent B,agent_d,darkened world,0,"[{""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""darkened world""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""nightfall shadows""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""darkness clue""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""city lights""}]",0.0,0.6130532356719957,0.061712756202569496,2.0,0.0
llm_qwen7b_few_shot_20260710T201518Z,7,188a0f11-24c7-4ef9-a945-c75d4648c9db,0bb47e0a-b071-473d-a9f9-a4f53dc59309,night,Agent B,agent_b,nightfall shadows,1,"[{""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""darkened world""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""nightfall shadows""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""darkness clue""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""city lights""}]",1.0,0.6155379843755747,0.054627879457621695,3.0,0.6609115806380028
llm_qwen7b_few_shot_20260710T201518Z,7,188a0f11-24c7-4ef9-a945-c75d4648c9db,0bb47e0a-b071-473d-a9f9-a4f53dc59309,night,Agent B,agent_c,darkness clue,0,"[{""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""darkened world""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""nightfall shadows""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""darkness clue""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""city lights""}]",2.0,0.6029873572286312,0.06604828766564165,1.0,0.6496652178803326
llm_qwen7b_few_shot_20260710T201518Z,7,188a0f11-24c7-4ef9-a945-c75d4648c9db,0bb47e0a-b071-473d-a9f9-a4f53dc59309,night,Agent B,agent_a,city lights,0,"[{""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""darkened world""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""nightfall shadows""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""darkness clue""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""city lights""}]",3.0,0.5247505663437563,0.011896270546350464,0.0,0.5247505663437563
llm_qwen7b_few_shot_20260710T201518Z,8,6479a3e1-43a2-4645-863a-6fb01016df46,7c86fb8a-ce56-464f-abc7-291a44ff1283,god,Agent D,agent_a,devil counterpart,0,"[{""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""devil counterpart""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""heaven entry""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""faith marker""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""creation birthplace""}]",0.0,0.4176412998867513,0.018507890492629037,0.0,0.0
llm_qwen7b_few_shot_20260710T201518Z,8,6479a3e1-43a2-4645-863a-6fb01016df46,7c86fb8a-ce56-464f-abc7-291a44ff1283,god,Agent D,agent_c,heaven entry,0,"[{""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""devil counterpart""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""heaven entry""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""faith marker""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""creation birthplace""}]",1.0,0.45022919739826395,0.041836007690276754,3.0,0.39299436685930733
llm_qwen7b_few_shot_20260710T201518Z,8,6479a3e1-43a2-4645-863a-6fb01016df46,7c86fb8a-ce56-464f-abc7-291a44ff1283,god,Agent D,agent_d,faith marker,1,"[{""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""devil counterpart""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""heaven entry""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""faith marker""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""creation birthplace""}]",2.0,0.43841154870954774,0.03875561176756419,2.0,0.4570814612512859
llm_qwen7b_few_shot_20260710T201518Z,8,6479a3e1-43a2-4645-863a-6fb01016df46,7c86fb8a-ce56-464f-abc7-291a44ff1283,god,Agent D,agent_b,creation birthplace,0,"[{""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""devil counterpart""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""heaven entry""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""faith marker""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""creation birthplace""}]",3.0,0.4348438530866436,0.0265233695282894,1.0,0.4348438530866436
llm_qwen7b_few_shot_20260710T201518Z,9,77d99b23-96f3-43f3-aae6-e0ffa908b561,192a9c89-d1f4-4eea-ac94-4450a3ffb8a3,government,Agent A,agent_d,corporate ruler,0,"[{""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""corporate ruler""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""group leader""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""public office""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""capitol grounds""}]",0.0,0.5299662784441648,0.03645954630804076,3.0,0.0
llm_qwen7b_few_shot_20260710T201518Z,9,77d99b23-96f3-43f3-aae6-e0ffa908b561,192a9c89-d1f4-4eea-ac94-4450a3ffb8a3,government,Agent A,agent_a,group leader,1,"[{""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""corporate ruler""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""group leader""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""public office""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""capitol grounds""}]",1.0,0.44876169835111573,0.08902067004839453,0.0,0.5723334313074132
llm_qwen7b_few_shot_20260710T201518Z,9,77d99b23-96f3-43f3-aae6-e0ffa908b561,192a9c89-d1f4-4eea-ac94-4450a3ffb8a3,government,Agent A,agent_b,public office,0,"[{""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""corporate ruler""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""group leader""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""public office""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""capitol grounds""}]",2.0,0.4820801032802901,0.053922584723978796,2.0,0.47102720736550574
llm_qwen7b_few_shot_20260710T201518Z,9,77d99b23-96f3-43f3-aae6-e0ffa908b561,192a9c89-d1f4-4eea-ac94-4450a3ffb8a3,government,Agent A,agent_c,capitol grounds,0,"[{""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""corporate ruler""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""group leader""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""public office""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""capitol grounds""}]",3.0,0.4512161827166208,0.060764204628396844,1.0,0.4512161827166208
llm_qwen7b_few_shot_20260710T201518Z,10,98176d3b-8866-4ad2-b24c-cbb8f23bf1a7,2678d082-c01f-4567-82d5-61d9be242aa3,system,Agent C,agent_c,web connection,1,"[{""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""web connection""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""computer network""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""Linux kernel""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""data center""}]",0.0,0.4529727111112594,0.14555357995359458,2.0,0.0
llm_qwen7b_few_shot_20260710T201518Z,10,98176d3b-8866-4ad2-b24c-cbb8f23bf1a7,2678d082-c01f-4567-82d5-61d9be242aa3,system,Agent C,agent_b,computer network,0,"[{""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""web connection""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""computer network""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""Linux kernel""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""data center""}]",1.0,0.526654138232414,0.08593521963818608,3.0,0.637234376891949
